ASN.SITE.NO,DAY,MONTH,YEAR,DOC,A350,SR,BA,FI,HIX,HIXOHNO,C1,C2,C3,C4,C5,C6,C7,SUVA254,CHL,DISC,DO,FieldNotes,NH4,NO3,pH,SAL,S.COND,SRP,TDN,TDP,TEMP,TP,TSS,DIC,A254,DO.PER,PP,PN,PC,C1.Per,C2.Per,C3.Per,C4.Per,C5.Per,C6.Per,C7.Per
31,25,8,2014,12.0397787,9.669273038,0.949657966,0.61585567,1.367938291,13.57848813,0.931405782,2.009085433,2.203397265,1.402434879,0.433249733,0.583145601,0.681940404,0.416145702,3.606959622,,0.494,6.48,,,0.038808358,7.23,0.3,461.3,,663.646397,10.780737,31.8,52.58080354,0,,,,,,,25.99277678,28.50670874,18.14416458,5.605218878,7.544514135,8.822683402,5.383933489
32,26,8,2014,13.76935008,2.941949637,0.962028753,0.706270893,1.337765804,9.728178804,0.906787534,0.699916728,0.736716993,0.553636849,0.168906579,0.223870512,0.462882566,0.222868733,1.012019127,,0.0518,9.59,,,1.11180294,7.98,0.1,578,,1486.664819,14.07153,25.3,108.8454813,6.95,,,,,,,22.8075132,24.00668806,18.04083147,5.503996237,7.295053053,15.08350895,7.262409031
34,26,8,2014,5.009559485,2.778480621,0.94669103,0.761756729,1.44161957,8.900572036,0.898995735,0.804206145,0.936261291,0.534393477,0.21836747,0.323226731,0.589505999,0.286660891,2.675716829,,0.4964,9.41,,,0.504988043,7.79,,724,,828.299829,10.460799,24.3,38.71038596,9.234,,,,,,,21.77872916,25.35491827,14.47192474,5.913615572,8.753312155,15.96442848,7.763071621
35,13,8,2014,8.309420777,,,,,,,,,,,,,,,,0.0042,11.51,,,,7.95,0.3,780,,,37.653007,18.9,86.85772065,13.768,,,,,,,,,,,,,
39,26,8,2014,5.782982432,5.949692462,0.887985434,0.644248943,1.388608173,19.75138126,0.951810437,1.756862068,1.890832034,1.455809332,0.38783026,0.544478203,0.846260345,0.258614712,4.765898096,,0.6437,10.72,,,0.147323182,7.71,,691,,627.380708,16.562478,25.2,54.28104828,9.308,,,,,,,24.60354415,26.47969371,20.38752491,5.431273804,7.625011528,11.85124556,3.621706341
40,26,8,2014,8.607987317,3.090108834,0.898874466,0.670829021,1.4716422,12.97809395,0.928459488,0.78561335,0.844779542,0.61123382,0.166463779,0.245766608,0.434412996,0.199663355,1.701274513,,0.141,10.9,,,1.223500866,8.2,,522,,1527.157572,6.255897,23.3,22.33434456,0.262,,,,,,,23.89383368,25.69332849,18.59021265,5.062869486,7.474804821,13.21234152,6.072609366
41,26,8,2014,5.57428465,,,,,,,,,,,,,,,,,8.4,,,0.354224781,7.79,,862,,719.887997,14.437174,23.3,32.37921148,8.328,,,,,,,,,,,,,
42,26,8,2014,5.659096854,3.611334626,0.943592533,0.756983133,1.479965124,8.109261528,0.890221617,0.888503844,0.936366043,0.723855466,0.180288322,0.353568324,1.083571823,0.375040411,2.945709388,,0.4912,18.32,,,0.694237896,8.01,,924,,1189.333299,33.587762,24.6,68.30806735,3.144,,,,,,,19.56542263,20.61937885,15.9397601,3.970064099,7.785800504,23.86094422,8.258629598
44,28,8,2014,3.441338158,5.208931538,0.863847022,0.578102657,1.301873974,15.23732022,0.938413483,1.251646355,1.269669954,0.816543348,0.277633812,0.34994092,0.381660264,0.21799484,6.502012651,,0.213,9.71,,,0.249645427,7.84,,394.4,,461.338472,7.78703,16.8,21.7079386,4.344,,,,,,,27.41778352,27.81259723,17.88668873,6.081672937,7.665587297,8.360411427,4.775258852
47,20,8,2014,7.402688674,2.998198406,0.902818646,0.732321667,1.477939281,10.21333159,0.910820438,0.942088876,0.970870928,0.608903008,0.300826548,0.351997327,0.587452176,0.256439036,1.93192531,,,16.23,,,2.148047168,7.94,,605,,2267.297059,35.553097,21.6,,14.46,,,,,,,23.4433399,24.1595647,15.15220119,7.485895656,8.759251046,14.61840956,6.381337942
48,20,8,2014,5.164473918,2.082731371,1.006353034,0.718527008,1.525324523,6.164735612,0.860427509,0.483052834,0.58982093,0.311726596,0.114040906,0.177781721,0.182332115,0.270179142,1.807772315,,0.3678,9.15,,,1.016020522,7.79,,490.3,,1465.859575,39.003859,21.1,,5.5,,,,,,,22.68988981,27.70498581,14.64237785,5.356713383,8.350738009,8.56447845,12.69081669
49,26,8,2014,3.823567686,2.221938615,0.921098867,0.691997043,1.571534884,10.7762089,0.915083028,0.570112231,0.614291104,0.384880777,0.137984419,0.184167519,0.277379782,0.153779067,2.683641239,,1.1024,10.02,,,0.794071535,8.06,,618,,831.172001,10.277977,19.8,22.0882565,2.448,,,,,,,24.54634821,26.44848245,16.57115398,5.940959368,7.929386168,11.94266731,6.621002523
53,19,8,2014,6.914501352,5.413222118,0.880701554,0.886978594,1.592507718,1.762167681,0.637965498,,,,,,,,2.866494619,,,11.11,,,2.78264186,8.19,,641,,3073.297095,25.817834,20.4,,4.494,,,,,,,,,,,,,
54,28,8,2014,18.64317878,4.700733268,0.866488854,0.628623521,1.378131549,18.83228076,0.949577156,1.038383354,0.965964817,0.813344895,0.265590723,0.290864387,0.435150007,0.154729195,1.090298983,,1.8586,9.12,,,2.279422448,7.9,,632,,2623.325619,15.282725,19.5,27.63642353,3.558,,,,,,,26.19516101,24.36826804,20.51814525,6.700022429,7.337597832,10.97747229,3.903333148
55,20,8,2014,6.275996465,2.069811895,0.694861734,0.700655574,1.516020869,14.8027913,0.93672004,0.716034584,0.672010719,0.50662782,0.137441894,0.257400907,0.498629846,0.120333881,1.54436368,,,8.8,,,6.790745406,7.63,,817,,2932.595438,12.631808,13.2,,2.944,,,,,,,24.61886175,23.10522333,17.4189914,4.725558032,8.850015755,17.14400325,4.137346489
1,2,9,2014,5.483726362,,,,,,,,,,,,,,,,,3.34,,,0.072664983,,0.2,466.2,,3050.838977,10.04945,22.5,,-0.16,,,,,,,,,,,,,
24,2,9,2014,3.442717218,2.175410904,1.143330074,0.690203282,1.375732044,7.726720461,0.885409415,0.362812021,0.43798224,0.492765098,0.055298629,0.075938731,0.367840182,0.193475525,3.790359351,,,8.26,,,0.079609932,,0.4,194,,321.187294,11.740552,23.3,15.13067607,0.412,,,,,,,18.26744631,22.05223804,24.81053396,2.784264792,3.823486023,18.52061229,9.741418586
36,2,9,2014,7.875936177,9.513388998,0.909793764,0.610459492,1.396357513,13.88670783,0.932825981,2.53336527,2.97746378,2.14026991,0.604986824,0.759452843,1.07202947,0.55127095,5.764911025,,,2.85,,,0.034757138,,0.3,787,,676.036311,23.281181,22.6,28.19571457,0,,,,,,,23.81242219,27.98673584,20.11751377,5.686586867,7.138493586,10.07656442,5.181683336
37,2,9,2014,14.28236048,2.117934134,0.857195091,0.670978994,1.490607069,7.975236901,0.888582328,0.570230892,0.563837355,0.214524617,0.178488107,0.219281485,0.167988713,0.186679705,0.605070747,,0.0773,8.64,,,0.99663254,,0.4,448.8,,1262.293545,21.407257,17.8,62.22298093,20.93,,,,,,,27.14052892,26.83622416,10.21044572,8.495263407,10.43685211,7.995537575,8.88514811
38,2,9,2014,3.091746389,3.717502737,0.926543509,0.651297253,1.393873156,10.77125112,0.915047263,0.767334174,0.842591307,0.537361621,0.176864248,0.224831752,0.238691748,0.236700674,5.052444953,,0.0339,7.71,,,0.086554881,,,434.2,,319.178731,20.630264,21.9,22.98312215,2.584,,,,,,,25.37165666,27.86000946,17.76768846,5.847959243,7.433989272,7.892265564,7.826431345
43,2,9,2014,6.930590388,2.862766596,0.935187704,0.621941794,1.259977997,9.531416897,0.905046015,0.692848636,0.71733919,0.371411708,0.227018309,0.214896431,0.165375867,0.205907987,1.658975002,,0.1433,6.9,,,0.190150366,,,414.8,,217.101561,17.727967,21.1,54.95219752,4.212,,,,,,,26.70144658,27.64527931,14.3137034,8.748977678,8.281816943,6.373361581,7.935414504
45,2,9,2014,6.595478752,3.311412261,0.900218001,0.617606669,1.334054371,15.42218497,0.939106763,0.850800547,0.91452711,0.626147402,0.193864495,0.255973408,0.301469164,0.168344451,2.217547901,,,8.11,,,0.297131514,,,505,,501.397087,12.403281,20,16.65194767,3.058,,,,,,,25.69519851,27.61981727,18.91040368,5.854940622,7.730704401,9.104730882,5.084204638
46,2,9,2014,4.515626079,4.770566408,0.912996696,0.660220226,1.401593491,9.110174754,0.901089741,1.084347284,1.068845408,0.70275885,0.251987227,0.335203496,0.407412027,0.382476855,4.545697396,,,6.44,,,0.267412921,,,338.9,,684.324132,33.861995,21.6,57.23410493,6.248,,,,,,,25.61633133,25.25011914,16.60178783,5.952879113,7.91875808,9.624593178,9.035531318
50,2,9,2014,3.521323652,2.166564639,1.185432701,0.742852772,1.310085026,7.262005948,0.878964018,0.439384557,0.511829997,0.462773663,0.109026772,0.118090663,0.330467576,0.224238845,3.449492617,,,8.07,,,0.044885188,,,219.9,,346.722051,10.483652,23.3,12.13287614,0.696,,,,,,,20.01011664,23.30937166,21.07528548,4.965214161,5.377994977,15.0499025,10.21211459
51,2,9,2014,5.434310037,4.913910929,0.890427714,0.662589183,1.396147807,10.69025882,0.914458695,0.917639518,0.921813913,0.662991342,0.201070796,0.289723905,0.600725092,0.255627148,3.802604082,,,7.6,,,0.352488543,,,418.1,,687.517146,43.757227,20.7,213.074958,86.418,,,,,,,23.83732058,23.94575793,17.22238074,5.223171986,7.526094363,15.60490402,6.640370382
1,18,8,2015,12.85356442,8.455793322,0.883564798,0.604233447,1.380742821,12.50113817,0.925932171,1.908305031,1.925266,1.445677015,0.410345953,0.493960168,0.624567151,0.451886987,2.8053112,,,4.76,Too deep,28.07721947,0.101919406,7.72,0.2,438.6,,541.76899,,24.3,3.904411765,0.691428571,,,,,,,26.2851632,26.51878509,19.91288376,5.652141647,6.80385128,8.602843478,6.224331544
2,17,8,2015,13.10117642,6.076185343,0.919948168,0.649514044,1.375078989,12.22118758,0.924363829,1.475847097,1.613630361,1.216707629,0.336690962,0.395500904,0.667515322,0.388275263,1.987522429,,0.0335,10.11,,44.48976763,,8.09,,559,,973.781183,,27.7,20.27205882,2.66,,,,,,,24.21736993,26.47827371,19.96511618,5.524806463,6.489826568,10.95334708,6.371260071
3,17,8,2015,18.12368983,12.4886013,0.880239151,0.606491374,1.435808634,16.56089238,0.943055286,3.160431155,3.133599307,2.564992912,0.641475323,0.811127809,1.209806923,0.515557496,2.993647383,,,0.51,Too deep,3.030987134,0.171423683,7.29,,535,,794.923861,,18.6,14.77941176,2.446666667,,,,,,,26.25599018,26.03307859,21.30925352,5.329200022,6.738626074,10.05074217,4.283109452
4,17,8,2015,7.641059422,2.473133619,0.935501273,0.593182421,1.408779491,8.747000609,0.897404336,0.529189405,0.563061204,0.424485705,0.141987552,0.121765607,0.149757024,0.195740228,1.33520837,,0.002,16.99,,11.49370728,0.394390942,8.9,0.1,398.4,,579.119203,,27.5,1.742647059,0.884285714,,,,,,,24.89147269,26.4846999,19.9665266,6.678665973,5.727486704,7.04411849,9.207029644
5,17,8,2015,22.46390761,16.8651032,0.882998447,0.556916241,1.343712311,21.06953322,0.954688666,4.426819268,4.124489262,4.388427064,0.948693228,0.968099726,1.726416532,0.559091974,3.328183625,,,0.8,,21.0676937,0.209251231,7.46,0.2,605,,939.665885,,21,40.67647059,3.786666667,,,,,,,25.8243478,24.06067172,25.60038256,5.534308583,5.647518571,10.0712449,3.261525875
6,18,8,2015,16.45892743,9.913691911,0.916240195,0.619284779,1.354345849,14.63465625,0.936039528,2.443118331,2.73795557,2.233273506,0.48792354,0.598030323,1.189134752,0.503517843,2.728421411,,0.4014,6.12,,45.77199795,,8.02,,513,,940.947855,,24.9,16.21323529,8.912857143,,,,,,,23.96869802,26.86125736,21.90997365,4.786870876,5.867095357,11.66624286,4.939861886
7,18,8,2015,17.91539986,11.92661891,0.885390353,0.593801851,1.345976195,19.53689203,0.95130714,3.253072055,3.078604809,2.848761408,0.770900994,0.779610022,1.218546937,0.456245489,2.88282194,,0.0048,7.88,,18.84516114,0.143437447,8.07,,691,,712.166532,,23.4,21.24264706,4.308571429,,,,,,,26.22231004,24.81596732,22.96324939,6.21406613,6.28426772,9.822443229,3.677696179
8,26,8,2015,12.8632976,7.585707421,0.875093856,0.582705842,1.303981346,16.73988844,0.94362986,2.135128774,2.045248299,1.616129833,0.556573851,0.557292841,0.742315371,0.339770237,2.50027165,,0.0391,4.2,"Cover on [?] Wetlandish, slow",30.72716214,0.507566047,7.59,,554,,1037.908096,,16.9,21.44117647,0.937142857,,,,,,,26.71429055,25.58972459,20.22068291,6.963737151,6.972733005,9.287696713,4.251135079
9,18,8,2015,11.67409817,5.604455066,0.942274242,0.65955877,1.397477143,12.95979502,0.92836571,1.284410103,1.326415214,1.002878648,0.251675378,0.334278752,0.606097121,0.335573949,2.073927767,,,5.28,"Some submerged vegetation, wide and slow",17.1355207,0.073010548,7.56,0.3,468.6,,625.792351,,23.6,11.88970588,0.077142857,,,,,,,24.98206323,25.79907202,19.50621358,4.895142286,6.50179635,11.78872431,6.526988221
10,18,8,2015,16.12235421,7.905297689,0.897491684,0.665067266,1.361652758,15.26574187,0.938521095,2.056110524,2.298627256,1.97396352,0.373057563,0.5480676,1.266155018,0.432346604,2.459680229,,0.0687,7.77,,41.49789687,0.814184471,7.88,0.2,507,,1582.71428,,25.3,13.08088235,12.71571429,,,,,,,22.9775943,25.68778474,22.05957919,4.169019726,6.124804486,14.14962668,4.831590884
11,18,8,2015,8.62664081,2.379438498,1.127667606,0.756035802,1.292109921,6.454121103,0.865846022,0.488851981,0.527770243,0.524300224,0.127355159,0.122466559,0.458278949,0.269659696,1.621740522,,,9.04,,10.21147695,0.049637428,8.36,0.3,220.9,,405.02747,,25.6,14.625,3.104285714,,,,,,,19.40903312,20.95421626,20.81644508,5.056419111,4.862325596,18.19518309,10.70637775
12,27,8,2015,,2.361812481,0.81295346,0.59975463,1.199944495,15.87199735,0.940730195,0.619225289,0.572388893,0.435799896,0.134465341,0.160386811,0.188083604,0.109187605,,,0.2622,10.24,,6.706714065,1.031923532,8.25,,468,,1143.272451,,12.7,22.30147059,0,,,,,,,27.89884406,25.78865681,19.63471705,6.058259646,7.22613677,8.474000064,4.919385593
13,27,8,2015,,6.06363835,0.840359828,0.612658299,1.439980695,17.84830524,0.946944832,1.570791064,1.426344012,1.037368599,0.425639775,0.398295496,0.479448148,0.238255409,,,0.1736,9.75,,14.31461399,0.309817154,8.05,0.2,435,,599.526475,,16,3.463235294,0,,,,,,,28.16985153,25.57940388,18.60369599,7.633229868,7.142850022,8.598204722,4.272763992
14,26,8,2015,10.90692925,4.176281669,1.001263543,0.732623698,1.332070716,9.963195681,0.90878572,0.990204234,1.033557996,1.074275108,0.220913984,0.260388357,1.107721085,0.339617326,1.927282737,,,6.15,Too deep for flow,5.253519697,0.06778235,8.12,0.3,665,,379.002226,,21.4,114.2647059,8.571428571,,,,,,,19.69897846,20.56145187,21.37147215,4.394830543,5.180127956,22.03684153,6.756297497
15,26,8,2015,19.5591386,12.3453353,0.883150416,0.597121855,1.375283784,18.4119095,0.948485233,3.899428786,4.28810692,4.126950279,0.805713457,1.053385344,1.932880368,0.64006983,3.002774846,,0.0053,7.47,"Can see flow, but Q negative twice. Third attempt positive, an angle above rocks",39.95922048,0.246771239,7.85,,822,,1336.162005,,17.3,53.51470588,2.495714286,,,,,,,23.28498874,25.60593534,24.64360707,4.811224876,6.290168951,11.54197194,3.822103083
16,26,8,2015,9.866452752,4.051816016,0.916662576,0.685221443,1.363851107,10.85463388,0.915644801,0.922582743,0.888677185,0.748182796,0.267391858,0.250636931,0.468869486,0.240138256,1.795347255,,0.1907,8.83,,39.27536431,0.633042794,8.22,0.4,522,,949.262061,,18.6,29.66911765,1.468571429,,,,,,,24.36518678,23.46974921,19.75932642,7.061754205,6.619260641,12.38272956,6.341993177
17,26,8,2015,25.44517938,23.11627179,0.899891633,0.586051534,1.31630118,15.40787635,0.939053661,5.538098121,4.317016333,6.975289067,1.293445805,1.138475289,2.850902785,1.02997608,3.8767273,,,0.56,"Wetland, very still, lots of V [vegetation? SK]",248.1934252,0.290442068,7.41,0.4,556,,1439.283173,,16.5,734.8014706,114.56,,,,,,,23.9296955,18.65349513,30.1396869,5.588879716,4.919264051,12.31853139,4.450447324
18,26,8,2015,10.4568672,3.682342063,0.940747477,0.665984741,1.419603903,10.41664238,0.912408573,0.904552856,0.961374916,0.785577912,0.203929293,0.245333419,0.600623209,0.308495595,1.603855124,,0.6139,6.79,,26.02565095,0.360253886,7.91,0.4,538,,745.504486,,18.8,35.33823529,1.515714286,,,,,,,22.55806238,23.97511122,19.59102271,5.085661587,6.118212477,14.97855623,7.693373395
19,18,8,2015,12.98982889,6.419455518,0.977441234,0.698961992,1.319765207,9.285976695,0.902780258,1.416165407,1.644775666,1.384955254,0.330913414,0.346978339,0.873796555,0.534762632,2.440241762,,,10.48,Too deep,11.66467132,0.09730629,8.17,0.2,371.1,,714.973686,,26,19.25735294,0.797142857,,,,,,,21.67927315,25.17893796,21.20149461,5.065765803,5.31169463,13.37645596,8.186377884
22,17,8,2015,4.781841681,3.188674129,1.022396543,0.71177649,1.348879493,7.176067493,0.877691812,0.484372988,0.526510114,0.506727336,0.095173438,0.101108756,0.254311509,0.225127395,3.063161083,,,8.43,Too deep,6.108339913,0.039796114,7.53,0.2,126.1,,277.272564,,23.6,5.095588235,0.140740741,,,,,,,22.08389293,24.00504007,23.10308896,4.339218054,4.60982548,11.59475915,10.26417536
23,17,8,2015,10.23806541,4.23543416,0.899019836,0.610389431,1.330611761,8.406358136,0.89368893,1.165440131,1.209956613,0.875432124,0.28770112,0.295417664,0.422503207,0.321851913,2.01912544,,0.0268,8.46,,5.595447784,0.044101689,7.88,0.4,460.4,,278.329968,,20.7,8.139705882,0.608888889,,,,,,,25.45572429,26.42806021,19.12132438,6.284012533,6.452558485,9.228380648,7.029939456
27,24,8,2015,6.305278367,1.238505381,0.94190451,0.688219623,1.455592388,7.920194259,0.887894818,0.398235872,0.405285894,0.214180948,0.1375629,0.132614075,0.17324135,0.136353543,0.906817429,,0.7424,10.05,,7.390570238,0.763440198,,0.2,535,,862.926852,,17.3,2.117647059,0,,,,,,,24.92908973,25.37041269,13.40747142,8.611273165,8.301482634,10.8447015,8.535568862
28,24,8,2015,5.94573485,1.378891387,0.879627748,0.729204458,1.50702465,10.26480063,0.911227901,0.366529235,0.367422691,0.220069169,0.101349259,0.113271772,0.164873005,0.098077901,1.023102849,,0.2349,9.19,,5.93737587,0.757289377,,0.2,469,,892.536358,,17.8,7.080882353,3.295714286,,,,,,,25.6028932,25.66530311,15.37232748,7.079474176,7.912288581,11.51675101,6.850962446
29,17,8,2015,19.87605081,14.61600585,0.889343938,0.586668497,1.358797451,18.28535093,0.948147171,4.263873389,4.057187148,4.032159286,0.892121448,0.922180957,2.129306362,0.589777876,3.367839488,,0.0098,6.73,No flow,22.17895998,0.281523378,8.02,0.3,570,,1224.727737,,22.2,17.60294118,3.545185185,,,,,,,25.25003113,24.02606561,23.87785429,5.283012012,5.461020003,12.60943912,3.492577844
31,26,8,2015,16.08050155,10.99741455,0.925342608,0.604368277,1.396148333,16.10684982,0.941543884,2.568575095,2.641121486,2.148566335,0.489776577,0.646505298,1.072073283,0.45863715,3.040903368,,,1.21,"Much vegetation, too deep for flow, slow wetland",6.535750022,0.158199418,7.34,0.3,467,,677.01828,,17.7,18.66176471,0,,,,,,,25.62104443,26.34468078,21.43153752,4.885427513,6.448766476,10.69372559,4.574817695
32,26,8,2015,8.15010452,2.433011015,0.932174551,0.750510217,1.371433064,8.723695459,0.897158441,0.6711795,0.653261134,0.4830883,0.176683767,0.212046756,0.464355686,0.230646431,1.392830621,,0.3223,9.98,,23.0337802,1.402202953,8.35,0.1,582,,1696.238885,,18.6,24.30882353,6.638571429,,,,,,,23.2140705,22.59432837,16.70856433,6.110957535,7.334056452,16.06065982,7.977362999
34,26,8,2015,8.247436279,,,,,,,,,,,,,,,,0.0272,10.1,"Would not stabilize, mud plume",47.56712041,0.396543729,8.15,,749,,,,18.4,36.75,9.134285714,,,,,,,,,,,,,
35,26,8,2015,9.960085904,2.787988656,0.922820045,0.67721647,1.347684556,16.12383419,0.941601864,1.31796074,1.315444522,0.847392385,0.281700816,0.38647588,0.682910991,0.232859405,1.339307666,,0.1703,11.61,,19.35805327,0.523865723,8.26,0.3,826,,,,17.8,27.75,20.285,,,,,,,26.02225399,25.97257295,16.73119631,5.561994346,7.630707961,13.48362111,4.597653327
36,17,8,2015,16.62322344,10.2139179,0.839777398,0.602836717,1.382548402,17.25765789,0.945228462,2.733571907,3.101961135,2.630835603,0.554882053,0.679873677,1.158113984,0.453561848,2.873115408,,0.0043,3.49,Stream is wide but flow taken at narrow spot,43.03657326,0.139746955,7.62,0.3,790,,849.899301,,23.4,10.45588235,1.851851852,,,,,,,24.16353031,27.41992326,23.25538819,4.904904558,6.009773571,10.23720001,4.009280105
37,24,8,2015,5.960918605,1.309680277,0.854428678,0.650306991,1.515735261,11.14164345,0.917638827,0.415214947,0.397059408,0.238037944,0.093873584,0.133051165,0.159777183,0.111445736,0.934092776,,0.4468,10.51,,18.50323305,1.040534682,,0.4,450,,1126.439889,,15.7,6.772058824,2.675714286,,,,,,,26.81470337,25.64221333,15.37256042,6.062383659,8.59248336,10.31845746,7.197198402
38,18,8,2015,19.53305369,15.27171325,0.942113434,0.544579395,1.297272398,17.5763928,0.946168236,3.373843714,3.111305162,3.635492924,0.775185269,0.628282033,1.24204474,0.535620778,3.394469719,,0.0218,2.04,,,0.386394875,7.47,0.3,475.2,,1199.909386,,16.7,30.375,0.701428571,,,,,,,25.36386167,23.39015095,27.3308865,5.827683081,4.723294831,9.337436361,4.026686614
39,24,8,2015,12.06556651,,,,,,,,,,,,,,,,0.0144,10.72,,29.87234193,0.077623663,,,648,,629.789624,,23.9,21.08823529,6.29,,,,,,,,,,,,,
40,24,8,2015,4.08669826,2.061158182,0.913030446,0.685776088,1.485313722,9.125146062,0.901235993,0.592510702,0.608703873,0.449617368,0.143015874,0.180811742,0.32785896,0.199500055,2.382597178,,0.5762,10.54,"Farmer mentioned flows are down (longer term) here but not ""Pine"" river",4.655145546,1.461558375,,,495,,1679.815594,,21.8,7.455882353,1.998571429,,,,,,,23.68130709,24.32851136,17.97018506,5.716019677,7.226634681,13.10377802,7.973564108
41,26,8,2015,8.290067589,2.781235635,0.860587905,0.762716484,1.474180023,5.896854333,0.855006362,0.915417035,0.895472195,0.762546764,0.276196683,0.347171585,1.083908457,0.440765127,1.630714208,,0.0414,10.12,,9.271174714,0.401156845,8.14,,857,,707.606367,,18.1,11.00735294,4.511428571,,,,,,,19.38835816,18.96593025,16.15059498,5.849793052,7.353027936,22.95697433,9.335321299
42,26,8,2015,9.594118491,2.992829026,0.883332243,0.758829973,1.509253286,8.57016437,0.895508587,0.840568028,0.799426297,0.851155081,0.153272142,0.28254624,1.265105565,0.306415418,1.539789988,,,9.41,Too deep for flow,53.80730799,0.528478838,7.58,,871,,910.372629,,18.6,41.02941176,0.818571429,,,,,,,18.68556466,17.77099683,18.92091154,3.407191833,6.280914645,28.12290148,6.811519014
43,18,8,2015,9.242945506,4.51021448,0.863950457,0.613760569,1.383705306,17.11748024,0.944804687,0.895389043,0.889732028,0.741710342,0.174620598,0.204613418,0.307980992,0.165110146,2.004688925,,0.4868,7.83,,21.40962179,0.290442068,8.06,,420.1,,460.45308,,21.9,12.57352941,1.628571429,,,,,,,26.49741216,26.33000307,21.94957018,5.167579381,6.055162403,9.114137978,4.886134831
44,27,8,2015,,4.073895463,0.849666344,0.63662346,1.395246281,12.78831211,0.927474807,1.055134162,1.066437623,0.709518567,0.256279756,0.284945395,0.400253445,0.224066572,,,0.14,9.31,,12.60497356,0.283368624,7.85,,445,,454.883511,,14.7,10.58823529,4.761428571,,,,,,,26.40056009,26.6833845,17.75289649,6.412387487,7.129631751,10.01475974,5.606379938
45,24,8,2015,7.192165352,3.032120261,0.862432232,0.669260299,1.277901259,11.14798597,0.917681828,0.822766664,0.85868855,0.55252083,0.235092071,0.236682465,0.332808393,0.203300382,1.871307473,,0.5085,8.67,,32.00939247,0.348874867,,,513,,574.868947,,19.2,6.022058824,5.452857143,,,,,,,25.3794682,26.48753249,17.0433313,7.25176651,7.300824591,10.2659726,6.271104318
46,24,8,2015,9.262995848,3.104253789,0.935318658,0.628456795,1.361502622,10.67773376,0.914366946,0.703549008,0.754056411,0.625957724,0.118201619,0.177287853,0.362329793,0.238659822,1.563241406,,0.1209,7.06,,139.0328836,0.674868377,,,398,,988.871958,,21.6,29.02941176,4.835714286,,,,,,,23.60869255,25.30354783,21.00499509,3.966441073,5.949172506,12.15854559,8.008605368
47,11,8,2015,10.24838257,3.658404896,0.902628504,0.766645073,1.465280903,9.936991689,0.908567179,1.049395708,1.057528193,0.871021772,0.243872754,0.329744773,0.853307996,0.343635781,1.713283052,,0.3166,9.11,,50.72995521,,8.17,,663,,2564.462619,,,13.83088235,38.62,,,,,,,22.09948755,22.27075159,18.34306607,5.135777523,6.944177919,17.97002721,7.236712143
48,11,8,2015,8.183586645,2.492295938,0.885222989,0.748117704,1.462567086,10.30109508,0.911513,0.634693793,0.674721795,0.437607652,0.127230651,0.208425793,0.338706476,0.197459632,1.348561398,,,9.2,Too deep to measure discharge,39.70277442,,8.03,,488.3,,1751.156957,,,9.463235294,15.22333333,,,,,,,24.23563063,25.76409031,16.70994349,4.858271968,7.958689039,12.93342575,7.539948805
49,24,8,2015,7.161603179,1.895213299,0.887076502,0.700269741,1.492963192,10.1135225,0.910019528,0.505808282,0.550170696,0.343432963,0.131089653,0.147399414,0.259941937,0.147533158,1.215308482,,0.3169,9.56,,14.31461399,0.814184471,,,637,,962.154784,,18.8,15.24264706,1.947142857,,,,,,,24.25501478,26.38232476,16.46863424,6.286139599,7.068241253,12.46499069,7.074654677
50,17,8,2015,7.223506178,2.086624468,1.129132129,0.668394555,1.531642068,10.06930359,0.90966008,0.381060424,0.425467233,0.485237906,0.042019924,0.069659479,0.314656315,0.167557882,1.622530132,,1.3703,8.08,,6.706714065,0.050867592,7.97,,245,,294.375838,,24.3,17.64705882,0.813333333,,,,,,,20.20834048,22.56331586,25.73306542,2.228394443,3.694171267,16.68680752,8.885905008
51,24,8,2015,8.488040386,3.669348426,0.912552238,0.623480785,1.476081094,12.43435188,0.925563957,0.755764869,0.824283588,0.734367313,0.122977742,0.174140392,0.392982436,0.2149098,1.914671688,,0.0438,8.36,,25.08534872,0.129290559,,,429,,441.263798,,21.3,54.75,3.844285714,,,,,,,23.47514234,25.60343217,22.81050352,3.819865301,5.409050695,12.20659891,6.675407065
53,11,8,2015,10.37374588,4.719515699,0.787826255,0.685448011,1.581944708,17.27921467,0.945293055,1.310628153,1.1838692,0.842091076,0.3192397,0.446324427,0.596448611,0.205529018,1.845988992,,3.9128,7.3,,28.93203969,,7.86,,529,,4342.776723,,,,94.42571429,,,,,,,26.72498697,24.14024823,17.17105877,6.509609002,9.100990597,12.1621692,4.190937235
54,27,8,2015,,7.738183581,0.818352391,0.583145489,1.422777537,22.18110595,0.95686142,2.176667791,1.768032227,1.562099878,0.530127234,0.538624132,0.756603738,0.246231399,,,2.2037,8.56,,40.64307665,1.502153794,7.83,,592,,1924.794369,,16.3,,4.025714286,,,,,,,28.72204816,23.3299298,20.61256573,6.995252104,7.107372251,9.983704949,3.249127005
55,25,8,2015,,3.258040605,0.77493686,0.649441717,1.372790659,15.8617447,0.940694156,1.007757388,0.910167856,0.66508491,0.263460068,0.319866068,0.424091254,0.182702795,,,0.0032,8.19,"Cloudy and sunny, windy",46.45585413,3.290812524,,,870,,3525.451992,,,,24.16142857,,,,,,,26.70878813,24.12235397,17.62687345,6.982532919,8.477472,11.23977218,4.842207361
