Sample Name,Month,Date,Year,DOC (mg/L),A350,BA,C1,C2,C3,C4,C5,C6,C7,E280,E280_oldmeth,FI,HIX,HIX.OHNO,SR,SUVA254,Chla,Discharge,DO,FieldNotes,NH4,NO3,pH,Salinity,SpCond,SRP,TDN,TDP,Temp,Time,TP,TSS,DIC,,
5,September,27-Aug-14,2014,18.94496313,13.26146082,0.577035149,24.82867194,26.70383593,23.78589625,4.538624474,6.373799784,9.898082788,3.871088835,297.9048737,2.480328988,1.377388444,19.78926273,0.951898246,0.920279739,3.429725842,,0.0008,2.19,,,0.030416545,7.1,0.2,766,NA,0.743629301,15.76263243,20.1,12:30,182.6047826,13.698,,,
6,September,27-Aug-14,2014,13.56984603,9.963530609,0.615714299,25.65020641,28.02723101,19.28853014,5.24754548,7.332283389,9.813296687,4.640906884,287.0273049,2.389763335,1.33895102,16.12501945,0.941605906,0.919810299,3.230842495,,0.4439,7.61,,,0.143850708,7.77,0.1,526,NA,0.736979544,16.95097439,22.4,12:00,34.84009202,8.13,,,
7,September,25-Aug-14,2014,14.97832621,13.0033547,0.580951477,26.89116732,25.59329914,21.42248337,6.488138625,7.385636671,8.992950386,3.22632449,330.8290538,2.754452728,1.327054848,21.69957458,0.955946311,0.887200306,3.728722295,,0.0305,10.27,,,0.015947902,7.59,NA,623,NA,0.637744719,14.27720498,24.4,16:15,14.23581042,1.816,,,
8,September,25-Aug-14,2014,14.81835523,13.12680727,0.561745923,27.98403288,28.10037171,20.15881361,6.358726309,7.740199903,6.213551134,3.444304458,331.733345,2.761981775,1.34944328,21.34322965,0.955243713,0.839559132,3.711376804,,0.1657,4.57,,,0.20461901,7.35,NA,545,NA,1.006038915,42.29465198,31.4,15:15,50.119923,1.292,,,
9,September,25-Aug-14,2014,10.90825978,7.24038986,0.67613861,25.59265796,28.19000919,17.67751964,5.336077627,7.805986672,9.545186936,5.852561978,261.3995708,2.176389143,1.377317853,13.4264394,0.930682827,0.920649786,2.930473329,,0.1906,9.3,,,0.043669822,7.49,0.3,506,NA,0.730329788,16.10542338,22.8,16:45,20.43275505,4.49,,,
10,September,27-Aug-14,2014,8.292872054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.0097,8.67,,,NA,7.58,0.2,570,NA,NA,20.33317843,22.9,11:30,40.38825905,16.51,,,
11,September,27-Aug-14,2014,6.884621714,2.267882215,0.753454509,17.39690188,20.66387858,22.01426728,3.079946352,4.563100145,13.93196869,18.34993708,162.3949074,1.352085285,1.338222763,3.78037424,0.790811357,1.199871759,1.941454865,,2.285,8.55,,,0.038518985,7.71,0.3,186.8,NA,0.390680697,10.09515539,22.1,10:45,21.57370875,2.57,,,
12,September,28-Aug-14,2014,3.575107001,3.045655894,0.639875291,28.963812,26.81076026,16.47078473,7.080323579,8.986471381,8.009121579,3.678726475,318.2927162,2.650076317,1.436693756,20.27536631,0.952997284,0.840747737,3.545993305,,0.2568,10.67,,,0.865836005,7.93,NA,468.6,NA,0.952329344,7.649913274,14.4,12:00,8.95610308,0.394,,,
13,September,28-Aug-14,2014,8.670734557,7.843897896,0.55323068,28.46566584,26.51798216,17.76231373,7.550984139,7.728042012,7.421328143,4.553683983,334.9003299,2.788349804,1.363868143,15.75770171,0.940325946,0.873650522,3.719753106,,0.2274,10.05,,,0.376795864,7.88,0.2,430.4,NA,1.119340531,7.307122324,17.7,12:30,12.66979553,3.004,,,
14,September,26-Aug-14,2014,8.691190618,4.724584111,0.700201434,19.90662705,23.42374822,21.59224017,4.420719602,5.871729524,18.32446755,6.460467896,239.182994,1.991415937,1.396909656,10.91692523,0.916085737,0.982232571,2.786639032,,NA,4.77,,,0.036493375,7.81,0.3,659,NA,0.696774095,71.27191364,24.8,19:00,32.31209656,5.952,,,
15,September,25-Aug-14,2014,19.39729488,15.20342556,0.602542961,24.88925975,25.71949603,23.02958019,5.896261046,7.095066873,10.14734313,3.222992977,306.7012107,2.553566492,1.357119897,21.0446363,0.954637492,0.853431644,3.525389812,,0.0163,8.23,,,0.134880149,7.64,NA,955,NA,1.973322696,48.35062544,28,11:30,15.95842679,2.626,,,
16,September,25-Aug-14,2014,6.574792848,4.409341174,0.656066619,23.53902937,25.79714479,19.75332882,5.521912513,7.051437143,12.15026763,6.186879738,265.6358589,2.211660094,1.358465555,12.28745314,0.924741033,0.914778387,3.006589413,,0.3135,8.28,,,0.654883187,7.85,0.4,535,NA,1.601192103,22.09283865,27.3,12:30,72.42444934,2.542,,,
17,September,25-Aug-14,2014,20.51203524,23.164314,0.527755794,27.17671968,23.20888879,25.25436904,6.938083247,6.496264342,7.590149538,3.33552537,399.7053034,3.327910142,1.301286403,19.22388454,0.950553515,0.847996345,4.498454626,,0,5.09,,,BDL,7.04,0.4,580,NA,1.753113459,119.6511431,20.6,13:15,23.31869677,2.694,,,
18,September,25-Aug-14,2014,7.253060639,4.756134541,0.634255665,22.74557046,26.51263693,18.94997936,5.231306452,6.624254707,11.88254006,8.053712032,259.2117971,2.158173938,1.453091604,9.478740626,0.904568685,0.936101429,2.925601742,,0.8577,8.02,,,0.162457383,7.9,0.4,523,NA,0.877903226,25.49789542,23.2,14:00,13.69889103,1.512,,,
19,September,25-Aug-14,2014,14.44210163,11.11566236,0.575945831,25.9094502,27.34056525,21.07141637,5.800017823,6.688780213,8.764700386,4.425069763,298.6138323,2.486231712,1.341178157,16.33709429,0.942320208,0.922454718,3.366245649,,NA,8.5,,,0.036204003,7.44,0.2,414.5,NA,1.079953513,13.02030483,23.2,17:20,10.23128663,2.454,,,
20,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
21,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,
22,September,27-Aug-14,2014,NA,3.950072009,0.619368157,23.57638748,25.73469215,21.49792013,5.11931138,5.659988218,10.20869622,8.203004418,NA,NA,1.357919777,8.870347891,0.898686448,0.979147986,NA,,NA,9.55,,,0.027812189,6.92,0.3,110.1,NA,0.387023331,5.547462112,20.3,09:15,33.38593534,0.426,,,
23,September,11-Aug-14,2014,5.578191987,NA,NA,27.30492635,29.00246787,18.61980926,6.237561648,7.582903036,7.824263468,3.428068368,NA,NA,NA,NA,NA,NA,NA,,0.0162,6.46,,,NA,7.45,0.4,455.4,NA,NA,33.30519017,20,11:20,9.070275171,2.518,,,
24,September,2-Sep-14,2014,3.442717218,2.175410904,0.690203282,18.26744632,22.05223803,24.81053399,2.784264773,3.823486045,18.52061228,9.741418568,313.8482435,2.61307204,1.375732044,7.726720461,0.885409415,1.143330074,3.790359351,,NA,8.26,,,0.079609932,NA,0.4,194,NA,0.321187294,11.74055195,23.3,12:00,15.13067607,0.412,,,
25,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
26,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,September,26-Aug-14,2014,6.995636062,3.454410369,0.638575143,25.82578044,26.46939613,16.68208497,7.011148565,8.367378473,10.39357087,5.250640553,194.3988023,1.618546815,1.360379492,13.50365547,0.931051865,0.877118356,2.213471332,,1.0538,10.54,,,0.700893472,8.15,0.2,527,NA,1.333667292,6.027369443,18.5,13:00,31.52908911,1.656,,,
28,September,26-Aug-14,2014,4.770752222,2.022167748,0.602565027,27.53640003,27.58568285,13.18672246,7.153103312,9.393312793,9.187096114,5.957682446,167.3354856,1.393220092,1.463821935,12.24528382,0.924501429,0.893344527,1.879569873,,0.7118,9.45,,,0.668773084,8.05,0.2,478,NA,1.126501807,6.210191283,19.4,13:30,128.8457286,5.816,,,
29,September,27-Aug-14,2014,2.838458993,8.717358286,0.662437605,25.84541124,26.03709149,19.48518474,5.991770629,7.279938631,10.90168999,4.458913284,1244.090882,10.35818797,1.407480523,15.77886676,0.940401219,0.909444822,14.27199018,,NA,9.23,,,0.070060628,7.49,0.3,611,NA,1.100670062,16.83671074,21.8,14:00,27.81539666,17.008,,,
30,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
31,September,25-Aug-14,2014,12.0397787,9.669273038,0.61585567,25.99277707,28.5067082,18.14416391,5.605219041,7.544514143,8.822686703,5.383930932,317.4022095,2.642662039,1.367938291,13.57848813,0.931405782,0.949657966,3.606959622,,0.494,6.48,,,0.038808358,7.23,0.3,461.3,NA,0.663646397,10.78073729,31.8,14:45,52.58080354,0,,,
32,September,26-Aug-14,2014,13.76935008,2.941949637,0.706270893,22.80751198,24.00669072,18.04083459,5.503995456,7.295052872,15.08349351,7.262420879,88.51539372,0.736971148,1.337765804,9.728178804,0.906787534,0.962028753,1.012019127,,0.0518,9.59,,,1.11180294,7.98,0.1,578,NA,1.486664819,14.07153041,25.3,16:10,108.8454813,6.95,,,
33,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
34,September,26-Aug-14,2014,5.009559485,2.778480621,0.761756729,21.77872877,25.35491895,14.47192561,5.913615372,8.753312224,15.96442412,7.763074949,232.8693014,1.938848705,1.44161957,8.900572036,0.898995735,0.94669103,2.675716829,,0.4964,9.41,,,0.504988043,7.79,NA,724,NA,0.828299829,10.46079907,24.3,16:40,38.71038596,9.234,,,
35,September,13-Aug-14,2014,8.309420777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.0042,11.51,,,NA,7.95,0.3,780,NA,NA,37.65300732,18.9,15:50,86.85772065,13.768,,,
36,September,2-Sep-14,2014,7.875936177,9.513388998,0.610459492,23.81242219,27.98673584,20.11751377,5.686586865,7.138493582,10.07656442,5.181683337,503.297258,4.19040737,1.396357513,13.88670783,0.932825981,0.909793764,5.764911025,,NA,2.85,,,0.034757138,NA,0.3,787,NA,0.676036311,23.28118061,22.6,11:00,28.19571457,0,,,
37,September,2-Sep-14,2014,14.28236048,2.117934134,0.670978994,27.14052892,26.83622416,10.21044572,8.495263417,10.43685209,7.995537588,8.885148111,54.98233902,0.457777973,1.490607069,7.975236901,0.888582328,0.857195091,0.605070747,,0.0773,8.64,,,0.99663254,NA,0.4,448.8,NA,1.262293545,21.40725674,17.8,14:30,62.22298093,20.93,,,
38,September,2-Sep-14,2014,3.091746389,3.717502737,0.651297253,25.37165668,27.86000946,17.76768846,5.847959232,7.433989267,7.892265566,7.826431344,456.7726402,3.803047617,1.393873156,10.77125112,0.915047263,0.926543509,5.052444953,,0.0339,7.71,,,0.086554881,NA,NA,434.2,NA,0.319178731,20.63026392,21.9,10:00,22.98312215,2.584,,,
39,September,26-Aug-14,2014,5.782982432,5.949692462,0.644248943,24.60354377,26.47969435,20.38752572,5.431273613,7.625011585,11.8512414,3.621709554,415.9387655,3.463068476,1.388608173,19.75138126,0.951810437,0.887985434,4.765898096,,0.6437,10.72,,,0.147323182,7.71,NA,691,NA,0.627380708,16.56247798,25.2,15:15,54.28104828,9.308,,,
40,September,26-Aug-14,2014,8.607987317,3.090108834,0.670829021,23.89383355,25.69332884,18.59021303,5.06286938,7.474804739,13.21233966,6.072610802,148.7755578,1.238691815,1.4716422,12.97809395,0.928459488,0.898874466,1.701274513,,0.141,10.9,,,1.223500866,8.2,NA,522,NA,1.527157572,6.255896743,23.3,14:45,22.33434456,0.262,,,
41,September,26-Aug-14,2014,5.57428465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,8.4,,,0.354224781,7.79,NA,862,NA,0.719887997,14.43717409,23.3,18:00,32.37921148,8.328,,,
42,September,26-Aug-14,2014,5.659096854,3.611334626,0.756983133,19.5654219,20.61938041,15.93976194,3.970063674,7.785800497,23.860935,8.258636579,256.8166594,2.138232238,1.479965124,8.109261528,0.890221617,0.943592533,2.945709388,,0.4912,18.32,,,0.694237896,8.01,NA,924,NA,1.189333299,33.58776184,24.6,17:30,68.30806735,3.144,,,
43,September,2-Sep-14,2014,6.930590388,2.862766596,0.621941794,26.70144657,27.64527929,14.31370342,8.748977674,8.28181696,6.37336159,7.93541449,150.9631388,1.256905416,1.259977997,9.531416897,0.905046015,0.935187704,1.658975002,,0.1433,6.9,,,0.190150366,NA,NA,414.8,NA,0.217101561,17.72796721,21.1,09:00,54.95219752,4.212,,,
44,September,28-Aug-14,2014,3.441338158,5.208931538,0.578102657,27.41778292,27.81259834,17.88669009,6.081672603,7.665587285,8.360404691,4.775264078,575.5184321,4.791714322,1.301873974,15.23732022,0.938413483,0.863847022,6.502012651,,0.213,9.71,,,0.249645427,7.84,NA,394.4,NA,0.461338472,7.787029654,16.8,13:00,21.7079386,4.344,,,
45,September,2-Sep-14,2014,6.595478752,3.311412261,0.617606669,25.69519851,27.61981726,18.91040369,5.854940612,7.730704411,9.104730879,5.084204637,197.0847632,1.640909882,1.334054371,15.42218497,0.939106763,0.900218001,2.217547901,,NA,8.11,,,0.297131514,NA,,505,NA,0.501397087,12.40328112,20,10:30,16.65194767,3.058,,,
46,September,2-Sep-14,2014,4.515626079,4.770566408,0.660220226,25.61633133,25.25011915,16.60178784,5.952879103,7.918758074,9.624593175,9.035531327,409.6092351,3.41036938,1.401593491,9.110174754,0.901089741,0.912996696,4.545697396,,NA,6.44,,,0.267412921,NA,,338.9,NA,0.684324132,33.8619946,21.6,15:30,57.23410493,6.248,,,
47,September,20-Aug-14,2014,7.402688674,2.998198406,0.732321667,23.44333979,24.15956503,15.15220156,7.485895553,8.759250969,14.61840781,6.381339285,168.4792517,1.402742985,1.477939281,10.21333159,0.910820438,0.902818646,1.93192531,,NA,16.23,,,2.148047168,7.94,,605,NA,2.267297059,35.55309663,21.6,11:45,,14.46,,,
48,September,20-Aug-14,2014,5.164473918,2.082731371,0.718527008,22.68988893,27.70498746,14.64237996,5.356712885,8.350738024,8.564468182,12.69082455,160.5004998,1.33631262,1.525324523,6.164735612,0.860427509,1.006353034,1.807772315,,0.3678,9.15,,,1.016020522,7.79,,490.3,NA,1.465859575,39.00385886,21.1,12:45,,5.5,,,
49,September,26-Aug-14,2014,3.823567686,2.221938615,0.691997043,24.54634737,26.4484842,16.57115609,5.940958836,7.929386032,11.94265701,6.621010461,237.0713718,1.973834763,1.571534884,10.7762089,0.915083028,0.921098867,2.683641239,,1.1024,10.02,,,0.794071535,8.06,,618,NA,0.831172001,10.27797723,19.8,12:30,22.0882565,2.448,,,
50,September,2-Sep-14,2014,3.521323652,2.166564639,0.742852772,20.01011665,23.30937165,21.0752855,4.965214148,5.377994969,15.04990251,10.21211457,289.373637,2.409298684,1.310085026,7.262005948,0.878964018,1.185432701,3.449492617,,NA,8.07,,,0.044885188,NA,,219.9,NA,0.346722051,10.4836518,23.3,11:30,12.13287614,0.696,,,
51,September,2-Sep-14,2014,5.434310037,4.913910929,0.662589183,23.83732057,23.94575794,17.22238073,5.223171995,7.526094368,15.60490401,6.640370386,344.3351956,2.866903641,1.396147807,10.69025882,0.914458695,0.890427714,3.802604082,,NA,7.6,,,0.352488543,NA,,418.1,NA,0.687517146,43.7572267,20.7,15:15,213.074958,86.418,,,
52,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,September,19-Aug-14,2014,6.914501352,5.413222118,0.886978594,NA,NA,NA,NA,NA,NA,NA,300.7127503,2.503707113,1.592507718,1.762167681,0.637965498,0.880701554,2.866494619,,NA,11.11,,,2.78264186,8.19,,641,NA,3.073297095,25.81783364,20.4,18:40,,4.494,,,
54,September,28-Aug-14,2014,18.64317878,4.700733268,0.628623521,26.19516032,24.36826956,20.51814699,6.700021962,7.337597657,10.97746368,3.903339817,96.86730041,0.806508367,1.378131549,18.83228076,0.949577156,0.866488854,1.090298983,,1.8586,9.12,,,2.279422448,7.9,,632,NA,2.623325619,15.2827251,19.5,15:45,27.63642353,3.558,,,
55,September,20-Aug-14,2014,6.275996465,2.069811895,0.700655574,24.6188622,23.10522228,17.41899019,4.725558341,8.850015884,17.14400915,4.137341949,134.9827126,1.123853835,1.516020869,14.8027913,0.93672004,0.694861734,1.54436368,,NA,8.8,,,6.790745406,7.63,,817,NA,2.932595438,12.63180842,13.2,14:00,,2.944,,,
55.5,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,,,
56,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,September,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
1,August,18-Aug-15,2015,12.85356442,8.455793322,0.604233447,26.28516319,26.51878508,19.91288376,5.652141651,6.803851282,8.602843482,6.224331546,251.8948996,2.097254112,1.380742821,12.50113817,0.925932171,0.883564798,2.8053112,,NA,4.76,Too deep,28.07721947,0.101919406,7.72,0.2,438.6,,0.54176899,,24.3,10:45,3.904411765,0.691428571,,,
2,August,17-Aug-15,2015,13.10117642,6.076185343,0.649514044,24.21736993,26.4782737,19.96511618,5.524806463,6.489826573,10.95334708,6.371260077,179.5394544,1.494829231,1.375078989,12.22118758,0.924363829,0.919948168,1.987522429,,0.0335,10.11,NA,44.48976763,NA,8.09,NA,559,,0.973781183,,27.7,16:40,20.27205882,2.66,,,
3,August,17-Aug-15,2015,18.12368983,12.4886013,0.606491374,26.25599018,26.03307858,21.30925352,5.329200021,6.738626077,10.05074217,4.28310945,267.231172,2.224942527,1.435808634,16.56089238,0.943055286,0.880239151,2.993647383,,NA,0.51,Too deep,3.030987134,0.171423683,7.29,NA,535,,0.794923861,,18.6,15:30,14.77941176,2.446666667,,,
4,August,17-Aug-15,2015,7.641059422,2.473133619,0.593182421,24.8914727,26.4846999,19.9665266,6.678665967,5.727486703,7.04411849,9.207029635,121.9054894,1.01497406,1.408779491,8.747000609,0.897404336,0.935501273,1.33520837,,0.002,16.99,NA,11.49370728,0.394390942,8.9,0.1,398.4,,0.579119203,,27.5,16:10,1.742647059,0.884285714,,,
5,August,17-Aug-15,2015,22.46390761,16.8651032,0.556916241,25.82434779,24.06067172,25.60038256,5.534308584,5.64751857,10.0712449,3.261525877,296.5950604,2.469423601,1.343712311,21.06953322,0.954688666,0.882998447,3.328183625,,NA,0.8,NA,21.0676937,0.209251231,7.46,0.2,605,,0.939665885,,21,15:00,40.67647059,3.786666667,,,
6,August,18-Aug-15,2015,16.45892743,9.913691911,0.619284779,23.96869802,26.86125736,21.90997365,4.786870872,5.867095354,11.66624286,4.939861887,241.8354308,2.013499886,1.354345849,14.63465625,0.936039528,0.916240195,2.728421411,,0.4014,6.12,NA,45.77199795,NA,8.02,NA,513,,0.940947855,,24.9,13:20,16.21323529,8.912857143,,,
7,August,18-Aug-15,2015,17.91539986,11.92661891,0.593801851,26.22231004,24.81596731,22.96324939,6.214066132,6.284267716,9.82244323,3.677696177,256.5894395,2.136340426,1.345976195,19.53689203,0.95130714,0.885390353,2.88282194,,0.0048,7.88,NA,18.84516114,0.143437447,8.07,NA,691,,0.712166532,,23.4,12:45,21.24264706,4.308571429,,,
8,August,26-Aug-15,2015,12.8632976,7.585707421,0.582705842,26.71429055,25.58972459,20.22068291,6.963737148,6.972733003,9.287696717,4.251135079,224.7322153,1.871100063,1.303981346,16.73988844,0.94362986,0.875093856,2.50027165,,0.0391,4.2,"Cover on [?] Wetlandish, slow",30.72716214,0.507566047,7.59,NA,554,,1.037908096,,16.9,09:20,21.44117647,0.937142857,,,
9,August,18-Aug-15,2015,11.67409817,5.604455066,0.65955877,24.98206324,25.79907201,19.50621359,4.895142292,6.501796352,11.7887243,6.526988212,187.0438624,1.557310252,1.397477143,12.95979502,0.92836571,0.942274242,2.073927767,,NA,5.28,"Some submerged vegetation, wide and slow",17.1355207,0.073010548,7.56,0.3,468.6,,0.625792351,,23.6,11:45,11.88970588,0.077142857,,,
10,August,18-Aug-15,2015,16.12235421,7.905297689,0.665067266,22.9775943,25.68778473,22.05957919,4.169019726,6.124804481,14.14962668,4.831590889,214.4384881,1.785395423,1.361652758,15.26574187,0.938521095,0.897491684,2.459680229,,0.0687,7.77,NA,41.49789687,0.814184471,7.88,0.2,507,,1.58271428,,25.3,14:00,13.08088235,12.71571429,,,
11,August,18-Aug-15,2015,8.62664081,2.379438498,0.756035802,19.4090331,20.95421626,20.81644508,5.0564191,4.862325607,18.1951831,10.70637776,136.6361442,1.137620157,1.292109921,6.454121103,0.865846022,1.127667606,1.621740522,,NA,9.04,NA,10.21147695,0.049637428,8.36,0.3,220.9,,0.40502747,,25.6,14:20,14.625,3.104285714,,,
12,August,27-Aug-15,2015,NA,2.361812481,0.59975463,27.89884405,25.78865682,19.63471706,6.058259651,7.226136752,8.474000081,4.919385584,NA,NA,1.199944495,15.87199735,0.940730195,0.81295346,NA,,0.2622,10.24,NA,6.706714065,1.031923532,8.25,NA,468,,1.143272451,,12.7,10:30,22.30147059,0,,,
13,August,27-Aug-15,2015,NA,6.06363835,0.612658299,28.16985152,25.57940388,18.60369599,7.633229872,7.142850028,8.598204715,4.272763994,NA,NA,1.439980695,17.84830524,0.946944832,0.840359828,NA,,0.1736,9.75,NA,14.31461399,0.309817154,8.05,0.2,435,,0.599526475,,16,11:00,3.463235294,0,,,
14,August,26-Aug-15,2015,10.90692925,4.176281669,0.732623698,19.69897847,20.56145187,21.37147215,4.39483054,5.180127949,22.03684153,6.756297492,165.6126935,1.378876281,1.332070716,9.963195681,0.90878572,1.001263543,1.927282737,,NA,6.15,Too deep for flow,5.253519697,0.06778235,8.12,0.3,665,,0.379002226,,21.4,13:40,114.2647059,8.571428571,,,
15,August,26-Aug-15,2015,19.5591386,12.3453353,0.597121855,23.28498874,25.60593534,24.64360707,4.811224877,6.290168952,11.54197193,3.822103085,260.531481,2.169161506,1.375283784,18.4119095,0.948485233,0.883150416,3.002774846,,0.0053,7.47,"Can see flow, but Q negative twice. Third attempt positive, an angle above rocks",39.95922048,0.246771239,7.85,NA,822,,1.336162005,,17.3,12:30,53.51470588,2.495714286,,,
16,August,26-Aug-15,2015,9.866452752,4.051816016,0.685221443,24.36518677,23.4697492,19.75932643,7.061754215,6.619260633,12.38272957,6.341993173,159.3083798,1.326387136,1.363851107,10.85463388,0.915644801,0.916662576,1.795347255,,0.1907,8.83,NA,39.27536431,0.633042794,8.22,0.4,522,,0.949262061,,18.6,11:45,29.66911765,1.468571429,,,
17,August,26-Aug-15,2015,25.44517938,23.11627179,0.586051534,23.9296955,18.65349513,30.1396869,5.588879718,4.91926405,12.31853139,4.450447324,344.5665225,2.868829648,1.31630118,15.40787635,0.939053661,0.899891633,3.8767273,,NA,0.56,"Wetland, very still, lots of V [vegetation? SK]",248.1934252,0.290442068,7.41,0.4,556,,1.439283173,,16.5,11:00,734.8014706,114.56,,,
18,August,26-Aug-15,2015,10.4568672,3.682342063,0.665984741,22.55806239,23.97511122,19.59102271,5.085661591,6.11821247,14.97855623,7.693373395,142.0801193,1.1829462,1.419603903,10.41664238,0.912408573,0.940747477,1.603855124,,0.6139,6.79,NA,26.02565095,0.360253886,7.91,0.4,538,,0.745504486,,18.8,10:30,35.33823529,1.515714286,,,
19,August,18-Aug-15,2015,12.98982889,6.419455518,0.698961992,21.67927315,25.17893796,21.20149461,5.065765798,5.311694625,13.37645596,8.186377893,213.9083383,1.780981444,1.319765207,9.285976695,0.902780258,0.977441234,2.440241762,,NA,10.48,Too deep,11.66467132,0.09730629,8.17,0.2,371.1,,0.714973686,,26,11:15,19.25735294,0.797142857,,,
20,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
21,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,,,
22,August,17-Aug-15,2015,4.781841681,3.188674129,0.71177649,22.08389292,24.00504009,23.10308897,4.339218049,4.609825458,11.59475914,10.26417538,265.1817058,2.207878856,1.348879493,7.176067493,0.877691812,1.022396543,3.063161083,,NA,8.43,Too deep,6.108339913,0.039796114,7.53,0.2,126.1,,0.277272564,,23.6,14:00,5.095588235,0.140740741,,,
23,August,17-Aug-15,2015,10.23806541,4.23543416,0.610389431,25.4557243,26.42806021,19.12132436,6.28401254,6.452558487,9.228380646,7.029939448,176.5880386,1.47025601,1.330611761,8.406358136,0.89368893,0.899019836,2.01912544,,0.0268,8.46,NA,5.595447784,0.044101689,7.88,0.4,460.4,,0.278329968,,20.7,13:20,8.139705882,0.608888889,,,
24,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0.4,NA,,NA,,NA,NA,,NA,,,
25,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
26,August,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,August,24-Aug-15,2015,6.305278367,1.238505381,0.688219623,24.92908968,25.37041269,13.40747142,8.611273168,8.301482648,10.84470151,8.535568884,82.68198623,0.688402726,1.455592388,7.920194259,0.887894818,0.94190451,0.906817429,,0.7424,10.05,NA,7.390570238,0.763440198,,0.2,535,,0.862926852,,17.3,15:00,2.117647059,0,,,
